delay_gap,is_delayed,Type_TRANSFER,Order City,order_day,delay_ratio,Order State,Customer City,Order Country,Order Region
1.9444801,0.77543926,6.6078353,0.18403219,-0.49738833,1.5045879,0.48226482,-0.25106406,0.6474989,0.04156145
1.5952944,0.6068407,-1.0316274,0.06503968,-0.6639629,0.56009346,-0.09545503,-0.92451555,0.19993034,-0.06392773
1.8232148,0.77429515,6.6184044,0.14253229,0.27199852,0.9849503,0.51790637,0.09278423,-0.22145009,-0.13286853
2.0902488,0.7752527,6.6170793,0.39813188,0.05327718,1.1174617,0.11873489,-0.43749034,0.19804527,0.0069206413
2.0902488,0.7752527,6.6170793,0.39813188,0.05327718,1.1174617,0.11873489,-0.43749034,0.19804527,0.0069206413
2.0902488,0.7752527,6.6170793,0.39813188,0.05327718,1.1174617,0.11873489,-0.43749034,0.19804527,0.0069206413
2.6191006,0.7754623,6.4692802,0.006800142,-0.34920835,1.188299,0.22618048,0.35364226,-0.13022329,0.05685921
1.8274696,0.77506155,6.8919315,-0.1314134,-0.25005305,1.1022696,-0.44273397,0.028060298,-0.45217672,-0.0426945
1.9246984,0.77429515,6.6442685,0.26415426,0.21764548,1.0494592,0.46071947,0.1449884,-0.031203045,-0.059770525
1.8196051,0.7757879,6.7126007,-0.11750851,0.19588704,1.442542,0.57926714,0.90974724,-0.12216067,0.14176416
-10.395785,-4.1804066,2.5434637,0.45248303,0.5402812,-0.8482696,0.2811134,0.4324223,0.64344835,-0.09684097
-10.381941,-4.1617513,2.645234,0.2914428,-0.3211741,-0.5887796,0.15323076,1.2218224,-0.28715637,0.124651566
-10.384315,-4.247558,2.6654096,0.50491893,0.47113958,-0.62272364,-0.123886496,0.3054193,0.2586325,0.019347224
-10.33686,-4.098388,2.3686738,0.25399354,0.33552712,-1.6720676,0.27710116,0.42077184,0.611378,-0.23404874
-10.33686,-4.098388,2.3686738,0.25399354,0.33552712,-1.6720676,0.27710116,0.42077184,0.611378,-0.23404874
2.1742778,0.77570266,6.426892,0.39401266,0.35152844,1.044798,0.11472022,0.58547807,0.53824675,-0.12968616
1.8616788,0.77257913,6.798787,-0.0041578934,0.44835818,0.67116016,-0.53287536,-0.8721653,-0.34784904,-0.31600404
1.9682487,0.53839153,-1.3992016,0.5594694,0.61982065,0.22549255,-0.2676123,-0.13949203,-0.17817327,-0.14493053
1.9682487,0.53839153,-1.3992016,0.5594694,0.61982065,0.22549255,-0.2676123,-0.13949203,-0.17817327,-0.14493053
-10.122076,-4.2314014,2.6122956,0.6309302,0.18288232,-0.8588649,-0.40494972,-0.36896285,0.60681194,0.06938581
1.4681134,0.54715896,-1.3415388,-0.017376356,0.051091075,0.9241075,0.15764794,1.3811905,0.7612077,0.013722405
1.5952944,0.6068407,-1.0316274,0.06503968,-0.6639629,0.56009346,-0.09545503,-0.92451555,0.19993034,-0.06392773
1.9682487,0.53839153,-1.3992016,0.5594694,0.61982065,0.22549255,-0.2676123,-0.13949203,-0.17817327,-0.14493053
1.9682487,0.53839153,-1.3992016,0.5594694,0.61982065,0.22549255,-0.2676123,-0.13949203,-0.17817327,-0.14493053
1.9682487,0.53839153,-1.3992016,0.5594694,0.61982065,0.22549255,-0.2676123,-0.13949203,-0.17817327,-0.14493053
1.6762807,0.5609478,-1.2878234,0.35364398,0.79322356,0.63485414,0.6954828,2.1496606,0.21366823,0.12886126
1.6762807,0.5609478,-1.2878234,0.35364398,0.79322356,0.63485414,0.6954828,2.1496606,0.21366823,0.12886126
-7.9547887,-3.222443,-0.52654153,-0.45298737,-0.042874265,-1.1698462,0.10200615,0.5008228,-0.3450264,-0.007039409
-7.9547887,-3.222443,-0.52654153,-0.45298737,-0.042874265,-1.1698462,0.10200615,0.5008228,-0.3450264,-0.007039409
-7.9547887,-3.222443,-0.52654153,-0.45298737,-0.042874265,-1.1698462,0.10200615,0.5008228,-0.3450264,-0.007039409
-10.170747,-4.2080607,2.3107474,0.3164494,0.4925683,-1.9747194,0.7741097,1.2733467,0.1939853,-0.10638843
-10.170747,-4.2080607,2.3107474,0.3164494,0.4925683,-1.9747194,0.7741097,1.2733467,0.1939853,-0.10638843
1.7693075,0.5498588,-1.2824599,0.3517728,-0.043382492,0.73776317,0.6741442,0.0884541,0.20175558,0.1440062
-10.196187,-4.1813774,2.7880197,-0.43027532,-0.10365118,-1.4210207,0.4024807,0.40748918,-0.21902966,-0.123570494
-10.196187,-4.1813774,2.7880197,-0.43027532,-0.10365118,-1.4210207,0.4024807,0.40748918,-0.21902966,-0.123570494
-10.128868,-4.2013025,2.6376066,0.5087434,0.23007165,-0.63265353,0.32500497,0.22831318,0.22546095,-0.097388335
-10.351498,-4.224185,2.4896314,0.032001078,0.5834589,-1.8835558,-0.1043033,0.22015908,0.61033124,2.8732e-05
-10.351498,-4.224185,2.4896314,0.032001078,0.5834589,-1.8835558,-0.1043033,0.22015908,0.61033124,2.8732e-05
1.9294682,0.77514195,6.6343613,0.18435526,0.5101196,1.1995164,0.0165005,0.09114122,-0.008162159,-0.1202932
2.0853786,0.7744711,6.6224794,-0.31211054,0.08851418,1.2728664,0.08286034,0.41228783,0.40799013,-0.004316939
1.4681134,0.54715896,-1.3415388,-0.017376356,0.051091075,0.9241075,0.15764794,1.3811905,0.7612077,0.013722405
1.8783481,0.7744711,6.6623015,-0.19974057,-0.06613135,1.3015392,-0.033964455,0.4125253,0.38309476,-0.027430728
1.8232148,0.77429515,6.6184044,0.14253229,0.27199852,0.9849503,0.51790637,0.09278423,-0.22145009,-0.13286853
1.8232148,0.77429515,6.6184044,0.14253229,0.27199852,0.9849503,0.51790637,0.09278423,-0.22145009,-0.13286853
2.0853786,0.7744711,6.6224794,-0.31211054,0.08851418,1.2728664,0.08286034,0.41228783,0.40799013,-0.004316939
-8.0718775,-3.2566621,-0.5103022,0.33117148,0.42646345,-1.4731148,0.19749568,0.25460124,0.3552827,-0.13344488
2.0902488,0.7752527,6.6170793,0.39813188,0.05327718,1.1174617,0.11873489,-0.43749034,0.19804527,0.0069206413
2.6191006,0.7754623,6.4692802,0.006800142,-0.34920835,1.188299,0.22618048,0.35364226,-0.13022329,0.05685921
2.4469612,0.7751918,6.4737897,-0.10174753,-0.09302903,1.1736662,0.29232764,0.39783484,0.14758208,-0.26758474
1.9246984,0.77429515,6.6442685,0.26415426,0.21764548,1.0494592,0.46071947,0.1449884,-0.031203045,-0.059770525
